tweet_Id,tweet_text
1116819684240707584,@Chicacollie loves #golf as #tigerwoods is her favorite. I wonder if more #bordercollies feel the same way? #goomen… https://t.co/5IiIEE3h7L
1116819561154846721,How the 2019 Masters Tournament cut line is determined | Golf Channel https://t.co/wwpYI2w5wo
1116818572490285056,"Wrapping up a day on the golf course during this pastel, blue hour moment is a perfect ending, in my opinion. And t… https://t.co/imKVU6Ws5R"
1116818548121374720,#theMasters 50 years ago. The main story was about Billy Casper losing rather then George Archer winning it.… https://t.co/tb0PielGqE
1116818053579313158,"Love this Cerner vs Epic parody EHR phenom....almost as good as The Masters Tournament today! Almost....

Hank@Vand… https://t.co/cBJkiOV8Cc"
1116816986120577030,"A tiger all alone, on his hunt for 15. #themasters #augustanational #masters #amateurgolf #golfdrills #tigerwoods… https://t.co/uK9Vzmdjpp"
1116816689851764742,"@mdswan1 Unfortunately, we don't have any final say on the LPGA and Augusta National. You'll have to talk to @TheMasters about that one!"
1116815835228667906,A state of the art #golf simulator to interesting menu choices and signature cocktails for the western suburbs - Ou… https://t.co/lOIE8Se4K8
1116815774230802432,"Masters Tournament
2019 Masters Tournament Top 5 leaderboard: Francesco Molinari,Jason Day,Brooks Koepka,Justin Har… https://t.co/dtn6qrGRFv"
1116815671256670208,@austin_kamel @b_dechambeau Yesterday's performance was perfect. Let they say on #WallStreet - past performance is… https://t.co/POnkxZ3xpH
1116815136449122304,Scotty Cameron Studio Select Squareback 2 Putter 34” https://t.co/GGlv3F8PIn #golf https://t.co/gTTLJt7K8F
1116814933277257732,Another great time out for Women’s Golf. 3rd straight round with a team score in the 400s! And congratulations to… https://t.co/YokNPLqES5
1116814863458807809,I hope @AUG_Masters can now get up to date and invite the @LPGA to have a tournament. So the Lady's can show they a… https://t.co/Bn3BNzuvlE
1116814854344597506,"When the clock hits 5 p.m. on the Friday workday of #Masters weekend... ✌🏼

🐅 #Tiger #TigerWoods #TheMasters… https://t.co/dTVITNxwCa"
1116814835021434885,2 more days until Game of Thrones guys just gotta get through this stupid Masters tournament and hockey playoffs. https://t.co/OWQNjFbGFp
1116814371554877440,Bad weather day turned into a nice one! #GoSports #golf⛳️ #1stShot #stillbogeyedit https://t.co/6knAMDqrXs
1116814299408867328,Never count out Molanari. He is a player. #TheMasters #Pgatour
1116813946705580034,@LPGA @anwagolf @BMWchamps @WGAESF @WWGAGOLF @TheGlenClub
1116813096289492994,Masters Tournament First Round Telecast on ESPN Draws Nearly 2.5 Million Viewers https://t.co/ZhHnMMw4T9 https://t.co/RayUCP8Fd6
1116813036348743680,Can’t wait to watch this little man on Sunday’s 🏌️⛳️#flyingbgolfcourse #golf #lachlan #future #pro #golfer #pga… https://t.co/cXQLhwIsjz
1116812830710177792,"2019 Masters Tournament Top 5 leaderboard: Francesco Molinari,Jason Day,Brooks Koepka,Justin Harding,Adam Scott
⛳️… https://t.co/pL66NTXr5E"
1116812722509963264,"Avantage ou non pour Tiger ?
#Golf #Masters"
1116812069070934018,Lighting delay! #TheMasters #TigerWoods first birdie on 11 today! #golf https://t.co/jmBdldVwzr
1116812068705976320,"twirl game needs work

#golf
#nikegolf
#golfswing
#linksoldier
#tigerwoods
#themasters
#nocollarcrew… https://t.co/RlPIEOKPSc"
1116811988896817152,Posted this drill the other day...here it is in action at The Masters 👍 Possibly needs more toe release than here?… https://t.co/zOLuoUtUzv
1116811733534937089,"Gold season is here fellas! How many course can you play on this year? 🏌️ ⛳ https://t.co/c0sUAnW2XM 
#golf… https://t.co/QueaIYZBnI"
1116811565854937088,"Friday afternoon to relax #augustanational #golf #waterloo gibsonsoundandvision @ Waterloo, Ontario https://t.co/UjmyTjRJ5d"
1116811366634012674,"To own this home, you've got to be very sure you're a brick lover! Would you buy a house like this if the price was… https://t.co/MgIlfZif0H"
1116811017726640129,Tigers swag @TheMasters is ridiculous rn! He’s def in a zone #TigerWoods #PGATour #masters2019
1116810680219385856,"#OpenHouse Sunday 4/14/2019 2-4 p.m.  Call Reba Laramy at (912) 596-1294 or (912) 355-4171.  $695,000. #newlisting… https://t.co/ewKAYfwfmn"
1116810629824823296,Throwing darts at it! #TigerWoods #Golf #TheMasters https://t.co/unL0Q1Wpls
1116810625332604928,"Tiger Roar
•
#TheMasters #TigerWoods #golf #Augusta https://t.co/znw0OqtoAQ"
1116810603853561857,"2019 Masters Tournament Top 5 leaderboard: Francesco Molinari,Jason Day,Brooks Koepka,Justin Harding,Adam Scott
⛳️… https://t.co/DnOJccMITA"
1116810428921864193,"With the focus of Masters primarily on the city of Augusta, North Augusta is happy to have visitors to its riverfro… https://t.co/CCNY4cQDH6"
1116810271039860736,That #FridayFeeling goes to #MajesticSecurity another HOLE SPONSOR for the 26th Annual @tcunet)/SBAA Scholarship Go… https://t.co/plBCsDCJEw
1116809686727180288,Bit of nite time reading ready for #masters2019 weekend #nolimits @IanJamesPoulter #poultsforthewin #golf #AugustaNational #britishwinner
1116809631546916865,Messy on the NB @94_294_Tollway from past #Willow to #HalfDay with a crash there involving a semi in the right lane… https://t.co/oheoLHJE21
1116809573828943872,"Happy weekend! 😊
#weekendvibes #weekend #TGIF #beach #golf #enjoy #fun #relax #ccMcIntoshTeam #RohanHarrisonPA https://t.co/DneKz6eiec"
1116809514056077313,"Course - Augusta National
Hole - 13 ""Azalea""
Par - 5
Yards - 510 (Yardage My Vary)

How would YOU play the hole?… https://t.co/56mux8GLk2"
1116809184647888896,@NoLayingUp It's almost the equivalent of the butt fumble #buttfumble #jets #golf
1116808768485056514,"Perfect #gift for the next corporate #golf #event or #tournament. Kit
includes a sleeve of #Callaway Warbird 2.0 go… https://t.co/PnWzOMXI29"
1116808730790760448,Had a great day @RSMBeachBirdie on the @HacklerCoursCCU today. #golf #CCU #ChantsUp https://t.co/KRLM2gZhSU
1116808684435320838,#golf #pga #PGATour #Jewlery #wife #husband #boyfriend #Girlfriend #ring #master #themasters https://t.co/JKdEA1KwKq
1116808525257297925,"Man, as far as ""throw-it-on-in-the-background"" sports go, The Masters tournament is all-time"
1116808353949175808,"I uploaded a new episode, ""Episode 242 - The Magic is gone"", on #spreaker #ab #bigchest #juju #kingjames #lakeshow… https://t.co/q25Nrre7Ss"
1116808333044920320,@HHIBChamber DM me I’m an #Uber driver and I’ll be out there! #hiltonhead #golf
1116808208688009216,"SUPER SPRING SALE! FAST FREE SHIPPING! #BIGANDTALL
#SHORTS #MENSWEAR #SPORTSWEAR #GOLF
SHOP &amp; SAVE:… https://t.co/8rRxgMRQFW"
1116808024457277440,"Is there a more picturesque place on Earth than the #masters?
#USMasters #Golf https://t.co/31FCYASuTS"
1116807965112057856,TaylorMade Spider Tour Mini Putter - Diamond Silver 35” (retail $299.99) https://t.co/6eGfLD68ZI #golf https://t.co/eA1y6KwdZO
1116807768550154240,"How to Watch The Masters Tournament 2019 Live Stream Online
⛳️🏌️‍♂️
🎬Live Stream FREE ▶️ https://t.co/Lz1Q9FdswJ… https://t.co/c1AXobZbiM"
1116807751886409728,Masters Tournament            Leaderboard  https://t.co/8Jj8t46uah
1116807107611910145,It's practice round day at the FCWT #juniorgolf tournament @RedTailGCMA - Foon &amp; Friends Round 1 starts tomorrow… https://t.co/0EpQFK3dre
1116806731466670085,With #3Dprinting you can have your own masters tournament with friends like our latest customer! Isn’t it amazing h… https://t.co/U72qfmJBdH
1116806192909684737,With authority! #TigerWoods #golf #TheMasters https://t.co/1CLdni3jRi
1116806066220732424,"Thanks @Titleist for my new hybrid, fairway wood and @ScottyCameron putter! Only the best! #TeamTitleist… https://t.co/W2pLDPVk9A"
1116805954400550912,@TheMasters..Adam Scott is easily the biggest fruitcake to ever play on any Tour. He's more suited to play on the Lpga than the Pga Tour!!
1116805702486495235,"The First Tee of Greater #Chicago offers more than just #golf lessons, but life lessons. #TheFirstTee #juniorgolf… https://t.co/PmGcrZ5jvj"
1116805477055250432,"Let's Go Kingston, junior golfer from @SpartanburgCity.  Thank you for supporting @carolinaspga and PGA REACH Carol… https://t.co/7nl3Wx4Qdu"
1116804050002042880,"#OpenHouse Sunday 4/14/2019 2-4 p.m. 3 SANDY RUN LANE Call Reba Laramy at (912) 596-1294 or (912) 355-4171.  $689,0… https://t.co/4LphknUMzg"
1116804011288596480,Who’s ready for the big day tomorrow? #openingday #forsgate #golf #TGIF #FBF https://t.co/AZifGSh7Uc
1116803857672278016,"If you had 30 minutes to ask a golf coach anything about your game, what would you ask them? Click the link for you… https://t.co/efhN41HGvi"
1116803548480778240,30 Photos That Show Why @TheMasters Is Golf's Greatest Major https://t.co/FpJet3TJNf https://t.co/rTKUL6A8NF
1116803207496458240,"Now available Miracle at St. Andrews, by James Patterson. The Miracle series continues with a pilgrimage to the myt… https://t.co/aqBhAieD02"
1116802691357786112,"The Masters Tournament
Justin Rose, the world's number one ranked player, is projected to MISS the cut at Augusta N… https://t.co/ITMWAsDK6U"
1116802480757780483,Makin’ it look eagle! #RoryMcIlroy #golf #TheMasters #eagle https://t.co/UeMhY3eaGD
1116802406153633794,@LPGA @jutanugarn @gwaa1946 congratulations !🎉🎉🎉🌹🌹🌹🎈🎈🎈🎈🎈😍😍😍😍😍. happy songkran!!🎉🎉🌹🌹🌹🌹🎈🎈🎈🙏🙏🙏🙏🙏🙏
1116802309810466818,The masters tournament looks like a great place to nap @espn
1116802259294281730,Biggest News and Notes From The Masters Day 1 #MastersTournament  #Masters #Golf (@teejfrancis) https://t.co/zFkVhc4fwX
1116802097616433152,Forza italianooo 🇮🇹🇮🇹🇮🇹 #1 @F_Molinari #Masters #golf https://t.co/sKMj0PJBth
1116802053731508224,"Another round in the books... great day for it, didn’t lose too many balls so that’s a bonus... some quality advice… https://t.co/JRKDGOuF61"
1116801639581650949,We’re looking forward to showing The Masters Tournament in our booth (117) ⁦@NPGAPropane⁩ Expo this weekend in Atla… https://t.co/CnT5rJThwg
1116801501043625985,"The Masters  Leaderboard.
1. Molinari, -7
Day
Koepka
4. D. Johnson, -6
Harding
6. Poulter, -5
Rahm
Scott
9. Kizzire… https://t.co/6YMhZgmDQn"
1116801287067193345,#TigerWoods going long for the bounce back birdie! #golf #TheMasters https://t.co/0wcZqFhsoM
1116800802155188224,Callaway Rogue Draw Driver 13.5 Loft Synergy 50 Shaft Senior Flex Right Handed https://t.co/13iRrviHmd #golf https://t.co/RhjE1BvzKp
1116800374029996033,"Rory McIlroy eagles the 8th to move one under par.
The Masters Tournament
⛳️🏌️‍♂️ 
🎬Live Stream FREE ▶️… https://t.co/pv74yZZSuS"
1116800102230831105,"For those who want to play a round or two, we think you’ll be able to find a course you’ll enjoy from our list of b… https://t.co/k5WSsGebcE"
1116799906881200131,2019 Mercedes-Benz Dealer Championships. Call 706-256-6100 or visit https://t.co/15rsOSHbBK to register.… https://t.co/E6ybB6pl2L
1116798758405201925,Let's Go Kaliana! Let's help spread the word of PGA REACH Carolinas.  We are looking forward to seeing you earn you… https://t.co/O1TLs05Lgy
1116798516419026944,I hope the putter being used by Adam Scott is not a foreshadowing of the future.  I would rather him anchor with th… https://t.co/aQIut0OP3N
1116798490577862656,"True #vintage #90s @the_phoenician crewneck #sweater by @Titleist! Fits modern men's L?

https://t.co/KdpayoXTAK vi… https://t.co/Tgxcbr8dD1"
1116798396197740544,"Did you know V12 data has over 42,000,000 postal records for golf lovers? Good luck golfers! #themasters… https://t.co/fV3FwXd3zu"
1116797993070551041,@maggieNYT Could ship them to Bedminster. Plenty of local #golf work.
1116797887596441602,@GCTigerTracker We would like to thank Tiger for participating in the 2019 Masters tournament pick up your commemor… https://t.co/5D3rrRhCDe
1116797340600479744,"Play, family and learning all in one @Ascchargers! ⛳️  @Naeyc #OPRWOYC #WOYC19 #FamilyFriday #Fun #Family… https://t.co/7sbo073hwq"
1116797121909395463,#PGATour anchor ban??? Looks like everyone using a long putter has it pressed against their chest. Legal???
1116796881617555456,"Two #GOLF BALL #GIVEAWAYS to start #TheMasters weekend!

SNELL MTB-X's: https://t.co/46FShSULnZ

#TITLEIST PRO V1's… https://t.co/PqESNdiXJp"
1116796565463752706,If you took World Number One Justin Rose to miss the cut at the 2019 Masters...Kudos to you. You're smart and shoul… https://t.co/VHEDqe0YbH
1116796110855659523,"#Golf | MacLean pasa de ronda en Argentina 

https://t.co/Io07GNJfCa https://t.co/Vn8z56yCA6"
1116795999207526400,Having a blast at @POEstlouis mini masters tournament to benefit @mssociety! #bondgivesback #stlgolf #minigolf… https://t.co/qis6h4PWgy
1116795678364241920,@JBo348 @ScottBaio @LPGA @PGA I am suspicious of left handlers though......🤔
1116795377267556352,"Think you can beat that?

#FitForALegend #BenHogan #BenHoganGolf #MastersChamp #GolfIcon #BenHoganLegacy… https://t.co/D06hc58h7y"
1116795245151182849,"It is so frustrating listening to the TV announcers say ""penalty area"" ALL the time. As people who are supposed to… https://t.co/IzlJIH7R10"
1116795105472475136,"#beautifulday  #golf #withmyboy @ Sullivan's Par 3 Golf, Driving Range &amp; Mini Golf https://t.co/sVaYwYkEe7"
1116794721693601792,#golf #golfer #golfclub #golfclubs #masters #mastersweek #Masters2019 #Putter @mla_golf @PuttersbyMLA #sale #sales… https://t.co/Bc6PWDOni7
1116794692492914688,"@BigDrewandJim Have you guys been to the LPGA Meijer Classic?

I went for the first time last year (to any golf tou… https://t.co/EoXdSbkW5N"
1116794650759589889,"#golf CLIP: The golf biz (a 2007 story from the Triad of NC) #magazine #business #golfbusiness
https://t.co/dgP4wjmnM9"
1116794471369166850,First round of #TheMasters on @ESPN draws nearly 2.5 million viewers https://t.co/Tw7OvLPgQQ
1116794058934849536,Golf is a funny game... it proven just within the design of the golf club as your face has a foot on it. Let me exp… https://t.co/iRVND84DgS
1116793613634035717,Your home may not have thousands of azaleas like the Augusta National Golf Club where they're playing the Masters T… https://t.co/mgAh84VxGb
1116793482968887297,"#Masters Fun Fact: The youngest winner of #TheMasters was #TigerWoods at 21 years, 3 months, and 14 days in 1997.
.… https://t.co/rwkbmZIU9P"
1116793473481363457,"Golf is the best game ever! Who else agrees? https://t.co/eS94guG2Eo 

#golf #aerialphotography #golfing #golfer… https://t.co/jvghCZEACA"
1116793450966306816,Play now🏌️‍♂️work later ⛳️ Enjoy the weekend 😀#letsgolf #golf #golfweekend #pompanobeach #soflo #golfcarconnection… https://t.co/5bCySi23Tx
1116793406296969217,Haciendo fotos en un torneo de #golf de beneficencia. Para #carma Rescatan animalitos como Dottie heridos y después… https://t.co/kR302Mx9Oa
1116793350412062720,"""Golf is a day spent in a round of strenuous idleness.""
- William Wordsworth
#golf #golfseason #pga #golfstagram… https://t.co/XYmZTbZVch"
1116793119129735168,PING G400 Irons Mens Graphite Reg Flex Shafts Red Dot https://t.co/2OXttnargz #golf https://t.co/MUPzFLIN0n
1116793072451407878,"In 1953, at the 17th US Masters Tournament at the Augusta National Golf Course, Ben Hogan shattered the Masters sco… https://t.co/7T0ozWoVvk"
1116793019070423040,"Tens of thousands of volunteers, donors, and supporters advance the Make-A-Wish® vision to grant the wish of every… https://t.co/0tPxajIlxb"
1116792958248861696,"Click to book:
https://t.co/JFhoAvsrB9

We can't wait to see you!

#Whitmorelakegolflink
#golf
#teetimes https://t.co/KYcu7nzkB4"
1116792097695121408,"@KDPomp He ended up being able to ReTee W/O penalty.  At least that was the ruling then, we will see what the final… https://t.co/2wTHPqnFKc"
1116791899992408065,Good luck to Jordan Spieth in the Masters Tournament!!! OSC is proud to be a part of the Jordan Spieth Family Found… https://t.co/WvGxUXmUm7
1116791828152406016,Tiger's at it again. #Golf #masters2019 https://t.co/j3PoNeLMZ5
1116791774863736833,"Cherokee County Chamber Golf Classic is presented by Harrah's Cherokee Valley River Casino &amp; Hotel.
A huge thank yo… https://t.co/dUWFNrdhIU"
1116791546337095682,It's an exciting time in the golf world. This book tells about the entrepreneurs building or acquiring golf courses… https://t.co/waqZKkH1Sp
1116791178005901312,"Saturdays 9amet/8am/6ampt on SiriusXM Ch141/Ch142 @tarajiphenson 
https://t.co/yzzGrpyaUU 
#leeelder #mastersgolf… https://t.co/c1l5OHMnrJ"
1116791062129811459,Stream for The Masters . No ads. Not in English but great quality though. #golf https://t.co/WItBHG0lMn
1116790923994624000,@ScottBaio Funny. I don’t know the politics of one single @LPGA or @PGA pro. As it should be 🙌🏻 The last pure sport
1116790526290710529,2019 Masters Tournament - Golf Leaderboard and Results - ESPN - via @ESPN App https://t.co/VroVMG9Aaw
1116790487405305856,Wonderful #golf #course view from my room @RC_ORLANDO while attending the #WSWA #wine &amp; #spirits #convention and sp… https://t.co/blJvBYyCpV
1116790352441040896,PHOTOS: IMAGES: The second round of the 2019 Masters Tournament https://t.co/b3EugtE2Vd https://t.co/e6NMVKD1LC
1116789756979896320,Frogg Toggs Chilly Towels ⛳️ https://t.co/URFVBV1KBC #golfawards #golfgifts #golfgiveaways #golfprizes #golfdigest… https://t.co/S8JyDUBhUn
1116789393166098432,⛳️ Hit THIS link to make the most of your next corporate or #nonprofit #golf event! https://t.co/iQzvPz6pTA #marketingtips
1116789374207889408,Not into #golf but good to see @TigerWoods on that green grass 😘😘 #TheMasters
1116789296940318723,ImprintGolf Golf Gloves Program⛳️ https://t.co/URFVBVjm0c #golftournament #golf #golfer #golfouting #charity… https://t.co/kC8Ec6K3YD
1116788981885218816,That @TheMasters commercial of previous champions hit me right in the feels!!! #PGATour #MastersWeek #TheMasters
1116788813093691392,How to Swing a Golf Club to Maintain It's Weight and Force with Mike Mal... https://t.co/2NzcTfjpRz #golf
1116788676762030081,Why does it look like there’s about a 4.34562-inch window to hit through from the 18th tee at @TheMasters 😳 #TheMasters #Golf
1116788346892771335,Does it bother anyone else that Adam Scott doesn’t take the pin out when he putts? After years of this being a two-… https://t.co/v75Sy8dEsR
1116788201207795713,"Kudos to @TheMasters website for so many viewing options re: 1, 2, 3 or 4 screens all over the course at the same t… https://t.co/7cTJfQyEfR"
1116788149039042561,This years #Masters tournament has been extremely eventful. Many guys shooting the ball well and making the tough P… https://t.co/RKlMun7vUr
1116788119184060416,"If you're just starting out, I say just own it and make life easier

#beginninggolf #golfsucks #golf #podcast… https://t.co/ZkZJTYvL6A"
1116787891886145536,"Masters Tournament Francesco Molinari moves to the top of the leaderboard.
⛳️🏌️‍♂️
🎬Live Stream FREE ▶️… https://t.co/9vpao3kY27"
1116787734071382016,"In case you missed it, check out ""Gainesville: Outdoors meets Luxury"" https://t.co/xsfbcj4XB4 #Golf #Hiking… https://t.co/3DD8EjtJw9"
1116787343984222208,Good news if you haven’t yet registered for the 8th Annual Guts &amp; Glory Golf Classic ⁦@RideauViewGolf⁩ - we’re exte… https://t.co/FIwAmUBiER
1116787291807211522,#Masters #PGA #PGATour you would think these guys would put some instant tan on thier foreheads so they don't have… https://t.co/2wgBUiD0MU
1116787187381567488,"This is honestly one of the best leaderboards I’ve seen in a 2nd round at the Masters in years! Phenomenal names, u… https://t.co/lU0xORT5Mk"
1116787130393612288,"I uploaded a new episode, ""Ep. 217 Extra Intrigue to NBA Playoffs. Night 2 of NHL Playoffs. MLB Storylines this Wee… https://t.co/N9iAKGxTtt"
1116787037829509122,"Can you beat that?
#funnygolf #funnygolfvideos #FunFriday #FridayFeeling #golf #golftips #golfer #sports #outdoor… https://t.co/8hL34uYBeM"
1116786945076731904,Check out #JasonDay with the co-lead! #Golf #TheMasters https://t.co/vMk2EpVhvu
1116786928005931008,A few new colors will be available @capecodbeer tomorrow. Sold out last time so get there early and have a pint or… https://t.co/3uZ41X55F3
1116786880484401152,Isn’t it about time we had a LPGA #TheMasters at Augusta ?
1116786428917297153,"We're keeping the @TheMasters vibes going with our own green jacket. 
#mastersweek #themasters #augusta #golf #pga… https://t.co/hc4iFX1u03"
1116785905258332160,What a fun way to support St. Jude! Our fingers are crossed for even more hole-in-one shots. To support St. Jude of… https://t.co/8Qfs1IL1FA
1116785468169961473,"#TheMasters Tournament is in full swing!

If you’re inspired to hit the greens, we have tips on how to avoid injuri… https://t.co/hQtVcKioVx"
1116785286183313415,"The Masters Golf Tournament 2019

Masters 2019

Live on HD Stream Free

Mobile/PC

https://t.co/wCbVsNi1fy… https://t.co/PNwvPuOKUZ"
1116784925540110336,"Brush up on Augusta's Amen Corner - The most famous 3-hole stretch in golf
•
Check it out on our magazine:… https://t.co/6ssKG3qkDI"
1116783977191309313,When @pgatour post your snap about the @themasters to their @snapchats #daymade #friyay #golf #imfamous https://t.co/lJ78MpE707
1116783677999128576,Ahhh...The @TheMasters The one time of year people that know nothing about golf and the PGA Tour...think they know… https://t.co/cjgdRIKCjo
1116783574831603712,#breaking #hotstocktip invest in Golf balls.  I’ve dusted off the clubs and ready for the season. #golf #fml #beer
1116783327695069184,Who wins the Masters tournament? 🏌️
1116782035878727680,The discrepancy between potential and actual performance is much greater for older golfers. Professional club fitti… https://t.co/Jh6Igl3Nqj
1116781978852974595,Watch Extended Coverage The #Masters #Golf Tournament Live at #RichmondsSportsBar #HumboldtPark #WestTown #Chicago… https://t.co/ZICE4SwzNU
1116781530184134656,"Leaving work today like... 

#zoom #golfcart #golf #friday #fridaygolf #tgif Via @shankersgolf https://t.co/qwEFUmKlop"
1116780973922893824,#NewPodcastAlert! @NewsmanTrev and @jatkins93 recap the first day of The Masters and give an analysis of what they… https://t.co/rLatMCxgGc
1116780903760457728,DM me to buy or Ebay link in bio #ebay #golf #golfing #sidehustle #clothing #fashion #shopaholic #sports #athlete… https://t.co/iHU5G7xkcA
1116780598696271875,@AndySlater let us discuss the possible liberation from the cancerous contracts of Whiteside and Dragic this after… https://t.co/uc0E3dNIcH
